timestamp_ns,side,price,qty,action
1700000067200,BID,100.70,30,INSERT
1700000067300,ASK,100.30,35,INSERT
1700000067400,BID,101.00,40,INSERT
1700000067500,ASK,100.60,45,INSERT
1700000067600,BID,100.20,50,INSERT
1700000067700,ASK,100.90,55,INSERT
1700000067800,BID,100.50,60,INSERT
1700000067900,ASK,100.10,65,INSERT
1700000068000,BID,100.80,30,INSERT
1700000068100,ASK,100.40,35,INSERT
1700000068200,BID,100.00,40,INSERT
1700000068300,ASK,100.70,45,INSERT
1700000068400,BID,100.30,50,INSERT
1700000068500,ASK,101.00,55,INSERT
1700000068600,BID,100.60,60,INSERT
1700000068700,ASK,100.20,65,INSERT
1700000068800,BID,100.90,30,INSERT
1700000068900,ASK,100.50,35,INSERT
1700000069000,BID,100.10,40,INSERT
1700000069100,ASK,100.80,45,INSERT
1700000069200,BID,100.40,50,INSERT
1700000069300,ASK,100.00,55,INSERT
1700000069400,BID,100.70,60,INSERT
1700000069500,ASK,100.30,65,INSERT
1700000069600,BID,101.00,30,INSERT
1700000069700,ASK,100.60,35,INSERT
1700000069800,BID,100.20,40,INSERT
1700000069900,ASK,100.90,45,INSERT
1700000070000,BID,100.50,50,INSERT
1700000070100,ASK,100.10,55,INSERT
1700000070200,BID,100.80,60,INSERT
1700000070300,ASK,100.40,65,INSERT
1700000070400,BID,100.00,30,INSERT
1700000070500,ASK,100.70,35,INSERT
1700000070600,BID,100.30,40,INSERT
1700000070700,ASK,101.00,45,INSERT
1700000070800,BID,100.60,50,INSERT
1700000070900,ASK,100.20,55,INSERT
1700000071000,BID,100.90,60,INSERT
1700000071100,ASK,100.50,65,INSERT
1700000071200,BID,100.10,30,INSERT
1700000071300,ASK,100.80,35,INSERT
1700000071400,BID,100.40,40,INSERT
1700000071500,ASK,100.00,45,INSERT
1700000071600,BID,100.70,50,INSERT
1700000071700,ASK,100.30,55,INSERT
1700000071800,BID,101.00,60,INSERT
1700000071900,ASK,100.60,65,INSERT
1700000072000,BID,100.20,30,INSERT
1700000072100,ASK,100.90,35,INSERT
1700000072200,BID,100.50,40,INSERT
1700000072300,ASK,100.10,45,INSERT
1700000072400,BID,100.80,50,INSERT
1700000072500,ASK,100.40,55,INSERT
1700000072600,BID,100.00,60,INSERT
1700000072700,ASK,100.70,65,INSERT
1700000072800,BID,100.30,30,INSERT
1700000072900,ASK,101.00,35,INSERT
1700000073000,BID,100.60,40,INSERT
1700000073100,ASK,100.20,45,INSERT
1700000073200,BID,100.90,50,INSERT
1700000073300,ASK,100.50,55,INSERT
1700000073400,BID,100.10,60,INSERT
1700000073500,ASK,100.80,65,INSERT
1700000073600,BID,100.40,30,INSERT
1700000073700,ASK,100.00,35,INSERT
1700000073800,BID,100.70,40,INSERT
1700000073900,ASK,100.30,45,INSERT
1700000074000,BID,101.00,50,INSERT
1700000074100,ASK,100.60,55,INSERT
1700000074200,BID,100.20,60,INSERT
1700000074300,ASK,100.90,65,INSERT
1700000074400,BID,100.50,30,INSERT
1700000074500,ASK,100.10,35,INSERT
1700000074600,BID,100.80,40,INSERT
1700000074700,ASK,100.40,45,INSERT
1700000074800,BID,100.00,50,INSERT
1700000074900,ASK,100.70,55,INSERT
1700000075000,BID,100.30,60,INSERT
1700000075100,ASK,101.00,65,INSERT
1700000075200,BID,100.60,30,INSERT
1700000075300,ASK,100.20,35,INSERT
1700000075400,BID,100.90,40,INSERT
1700000075500,ASK,100.50,45,INSERT
1700000075600,BID,100.10,50,INSERT
1700000075700,ASK,100.80,55,INSERT
1700000075800,BID,100.40,60,INSERT
1700000075900,ASK,100.00,65,INSERT
1700000076000,BID,100.70,30,INSERT
1700000076100,ASK,100.30,35,INSERT
1700000076200,BID,101.00,40,INSERT
1700000076300,ASK,100.60,45,INSERT
1700000076400,BID,100.20,50,INSERT
1700000076500,ASK,100.90,55,INSERT
1700000076600,BID,100.50,60,INSERT
1700000076700,ASK,100.10,65,INSERT
1700000076800,BID,100.80,30,INSERT
1700000076900,ASK,100.40,35,INSERT
1700000077000,BID,100.00,40,INSERT
1700000077100,ASK,100.70,45,INSERT
1700000077200,BID,100.30,50,INSERT
1700000077300,ASK,101.00,55,INSERT
1700000077400,BID,100.60,60,INSERT
1700000077500,ASK,100.20,65,INSERT
1700000077600,BID,100.90,30,INSERT
1700000077700,ASK,100.50,35,INSERT
1700000077800,BID,100.10,40,INSERT
1700000077900,ASK,100.80,45,INSERT
1700000078000,BID,100.40,50,INSERT
1700000078100,ASK,100.00,55,INSERT
1700000078200,BID,100.70,60,INSERT
1700000078300,ASK,100.30,65,INSERT
1700000078400,BID,101.00,30,INSERT
1700000078500,ASK,100.60,35,INSERT
1700000078600,BID,100.20,40,INSERT
1700000078700,ASK,100.90,45,INSERT
1700000078800,BID,100.50,50,INSERT
1700000078900,ASK,100.10,55,INSERT
1700000079000,BID,100.80,60,INSERT
1700000079100,ASK,100.40,65,INSERT
1700000079200,BID,100.00,30,INSERT
1700000079300,ASK,100.70,35,INSERT
1700000079400,BID,100.30,40,INSERT
1700000079500,ASK,101.00,45,INSERT
1700000079600,BID,100.60,50,INSERT
1700000079700,ASK,100.20,55,INSERT
1700000079800,BID,100.90,60,INSERT
1700000079900,ASK,100.50,65,INSERT
1700000080000,BID,100.10,30,INSERT
1700000080100,ASK,100.80,35,INSERT
1700000080200,BID,100.40,40,INSERT
1700000080300,ASK,100.00,45,INSERT
1700000080400,BID,100.70,50,INSERT
1700000080500,ASK,100.30,55,INSERT
1700000080600,BID,101.00,60,INSERT
1700000080700,ASK,100.60,65,INSERT
1700000080800,BID,100.20,30,INSERT
1700000080900,ASK,100.90,35,INSERT
1700000081000,BID,100.50,40,INSERT
1700000081100,ASK,100.10,45,INSERT
1700000081200,BID,100.80,50,INSERT
1700000081300,ASK,100.40,55,INSERT
1700000081400,BID,100.00,60,INSERT
1700000081500,ASK,100.70,65,INSERT
1700000081600,BID,100.30,30,INSERT
1700000081700,ASK,101.00,35,INSERT
1700000081800,BID,100.60,40,INSERT
1700000081900,ASK,100.20,45,INSERT
1700000082000,BID,100.90,50,INSERT
1700000082100,ASK,100.50,55,INSERT
1700000082200,BID,100.10,60,INSERT
1700000082300,ASK,100.80,65,INSERT
1700000082400,BID,100.40,30,INSERT
1700000082500,ASK,100.00,35,INSERT
1700000082600,BID,100.70,40,INSERT
1700000082700,ASK,100.30,45,INSERT
1700000082800,BID,101.00,50,INSERT
1700000082900,ASK,100.60,55,INSERT
1700000083000,BID,100.20,60,INSERT
1700000083100,ASK,100.90,65,INSERT
1700000083200,BID,100.50,30,INSERT
1700000083300,ASK,100.10,35,INSERT
1700000083400,BID,100.80,40,INSERT
1700000083500,ASK,100.40,45,INSERT
1700000083600,BID,100.00,50,INSERT
1700000083700,ASK,100.70,55,INSERT
1700000083800,BID,100.30,60,INSERT
1700000083900,ASK,101.00,65,INSERT
1700000084000,BID,100.60,30,INSERT
1700000084100,ASK,100.20,35,INSERT
1700000084200,BID,100.90,40,INSERT
1700000084300,ASK,100.50,45,INSERT
1700000084400,BID,100.10,50,INSERT
1700000084500,ASK,100.80,55,INSERT
1700000084600,BID,100.40,60,INSERT
1700000084700,ASK,100.00,65,INSERT
1700000084800,BID,100.70,30,INSERT
1700000084900,ASK,100.30,35,INSERT
1700000085000,BID,101.00,40,INSERT
1700000085100,ASK,100.60,45,INSERT
1700000085200,BID,100.20,50,INSERT
1700000085300,ASK,100.90,55,INSERT
1700000085400,BID,100.50,60,INSERT
1700000085500,ASK,100.10,65,INSERT
1700000085600,BID,100.80,30,INSERT
1700000085700,ASK,100.40,35,INSERT
1700000085800,BID,100.00,40,INSERT
1700000085900,ASK,100.70,45,INSERT
1700000086000,BID,100.30,50,INSERT
1700000086100,ASK,101.00,55,INSERT
1700000086200,BID,100.60,60,INSERT
1700000086300,ASK,100.20,65,INSERT
1700000086400,BID,100.90,30,INSERT
1700000086500,ASK,100.50,35,INSERT
1700000086600,BID,100.10,40,INSERT
1700000086700,ASK,100.80,45,INSERT
1700000086800,BID,100.40,50,INSERT
1700000086900,ASK,100.00,55,INSERT
1700000087000,BID,100.70,60,INSERT
1700000087100,ASK,100.30,65,INSERT
1700000087200,BID,101.00,30,INSERT
1700000087300,ASK,100.60,35,INSERT
1700000087400,BID,100.20,40,INSERT
1700000087500,ASK,100.90,45,INSERT
1700000087600,BID,100.50,50,INSERT
1700000087700,ASK,100.10,55,INSERT
1700000087800,BID,100.80,60,INSERT
1700000087900,ASK,100.40,65,INSERT
1700000088000,BID,100.00,30,INSERT
1700000088100,ASK,100.70,35,INSERT
1700000088200,BID,100.30,40,INSERT
1700000088300,ASK,101.00,45,INSERT
1700000088400,BID,100.60,50,INSERT
1700000088500,ASK,100.20,55,INSERT
1700000088600,BID,100.90,60,INSERT
1700000088700,ASK,100.50,65,INSERT
1700000088800,BID,100.10,30,INSERT
1700000088900,ASK,100.80,35,INSERT
1700000089000,BID,100.40,40,INSERT
1700000089100,ASK,100.00,45,INSERT
1700000089200,BID,100.70,50,INSERT
1700000089300,ASK,100.30,55,INSERT
1700000089400,BID,101.00,60,INSERT
1700000089500,ASK,100.60,65,INSERT
1700000089600,BID,100.20,30,INSERT
1700000089700,ASK,100.90,35,INSERT
1700000089800,BID,100.50,40,INSERT
1700000089900,ASK,100.10,45,INSERT
1700000090000,BID,100.80,50,INSERT
1700000090100,ASK,100.40,55,INSERT
1700000090200,BID,100.00,60,INSERT
1700000090300,ASK,100.70,65,INSERT
1700000090400,BID,100.30,30,INSERT
1700000090500,ASK,101.00,35,INSERT
1700000090600,BID,100.60,40,INSERT
1700000090700,ASK,100.20,45,INSERT
1700000090800,BID,100.90,50,INSERT
1700000090900,ASK,100.50,55,INSERT
1700000091000,BID,100.10,60,INSERT
1700000091100,ASK,100.80,65,INSERT
1700000091200,BID,100.40,30,INSERT
1700000091300,ASK,100.00,35,INSERT
1700000091400,BID,100.70,40,INSERT
1700000091500,ASK,100.30,45,INSERT
1700000091600,BID,101.00,50,INSERT
1700000091700,ASK,100.60,55,INSERT
1700000091800,BID,100.20,60,INSERT
1700000091900,ASK,100.90,65,INSERT
1700000092000,BID,100.50,30,INSERT
1700000092100,ASK,100.10,35,INSERT
1700000092200,BID,100.80,40,INSERT
1700000092300,ASK,100.40,45,INSERT
1700000092400,BID,100.00,50,INSERT
1700000092500,ASK,100.70,55,INSERT
1700000092600,BID,100.30,60,INSERT
1700000092700,ASK,101.00,65,INSERT
1700000092800,BID,100.60,30,INSERT
1700000092900,ASK,100.20,35,INSERT
1700000093000,BID,100.90,40,INSERT
1700000093100,ASK,100.50,45,INSERT
1700000093200,BID,100.10,50,INSERT
1700000093300,ASK,100.80,55,INSERT
1700000093400,BID,100.40,60,INSERT
1700000093500,ASK,100.00,65,INSERT
1700000093600,BID,100.70,30,INSERT
1700000093700,ASK,100.30,35,INSERT
1700000093800,BID,101.00,40,INSERT
1700000093900,ASK,100.60,45,INSERT
1700000094000,BID,100.20,50,INSERT
1700000094100,ASK,100.90,55,INSERT
1700000094200,BID,100.50,60,INSERT
1700000094300,ASK,100.10,65,INSERT
1700000094400,BID,100.80,30,INSERT
1700000094500,ASK,100.40,35,INSERT
1700000094600,BID,100.00,40,INSERT
1700000094700,ASK,100.70,45,INSERT
1700000094800,BID,100.30,50,INSERT
1700000094900,ASK,101.00,55,INSERT
1700000095000,BID,100.60,60,INSERT
1700000095100,ASK,100.20,65,INSERT
1700000095200,BID,100.90,30,INSERT
1700000095300,ASK,100.50,35,INSERT
1700000095400,BID,100.10,40,INSERT
1700000095500,ASK,100.80,45,INSERT
1700000095600,BID,100.40,50,INSERT
1700000095700,ASK,100.00,55,INSERT
1700000095800,BID,100.70,60,INSERT
1700000095900,ASK,100.30,65,INSERT
1700000096000,BID,101.00,30,INSERT
1700000096100,ASK,100.60,35,INSERT
1700000096200,BID,100.20,40,INSERT
1700000096300,ASK,100.90,45,INSERT
1700000096400,BID,100.50,50,INSERT
1700000096500,ASK,100.10,55,INSERT
1700000096600,BID,100.80,60,INSERT
1700000096700,ASK,100.40,65,INSERT
1700000096800,BID,100.00,30,INSERT
1700000096900,ASK,100.70,35,INSERT
1700000097000,BID,100.30,40,INSERT
1700000097100,ASK,101.00,45,INSERT
1700000097200,BID,100.60,50,INSERT
1700000097300,ASK,100.20,55,INSERT
1700000097400,BID,100.90,60,INSERT
1700000097500,ASK,100.50,65,INSERT
1700000097600,BID,100.10,30,INSERT
1700000097700,ASK,100.80,35,INSERT
1700000097800,BID,100.40,40,INSERT
1700000097900,ASK,100.00,45,INSERT
1700000098000,BID,100.70,50,INSERT
1700000098100,ASK,100.30,55,INSERT
1700000098200,BID,101.00,60,INSERT
1700000098300,ASK,100.60,65,INSERT
1700000098400,BID,100.20,30,INSERT
1700000098500,ASK,100.90,35,INSERT
1700000098600,BID,100.50,40,INSERT
1700000098700,ASK,100.10,45,INSERT
1700000098800,BID,100.80,50,INSERT
1700000098900,ASK,100.40,55,INSERT
1700000099000,BID,100.00,60,INSERT
1700000099100,ASK,100.70,65,INSERT
1700000099200,BID,100.30,30,INSERT
1700000099300,ASK,101.00,35,INSERT
1700000099400,BID,100.60,40,INSERT
1700000099500,ASK,100.20,45,INSERT
1700000099600,BID,100.90,50,INSERT
1700000099700,ASK,100.50,55,INSERT
1700000099800,BID,100.10,60,INSERT
1700000099900,ASK,100.80,65,INSERT
1700000100000,BID,100.40,30,INSERT
1700000100100,ASK,100.00,35,INSERT
1700000100200,BID,100.70,40,INSERT
1700000100300,ASK,100.30,45,INSERT
1700000100400,BID,101.00,50,INSERT
1700000100500,ASK,100.60,55,INSERT
1700000100600,BID,100.20,60,INSERT
1700000100700,ASK,100.90,65,INSERT
1700000100800,BID,100.50,30,INSERT
1700000100900,ASK,100.10,35,INSERT
1700000101000,BID,100.80,40,INSERT
1700000101100,ASK,100.40,45,INSERT
1700000101200,BID,100.00,50,INSERT
1700000101300,ASK,100.70,55,INSERT
1700000101400,BID,100.30,60,INSERT
1700000101500,ASK,101.00,65,INSERT
1700000101600,BID,100.60,30,INSERT
1700000101700,ASK,100.20,35,INSERT
1700000101800,BID,100.90,40,INSERT
1700000101900,ASK,100.50,45,INSERT
1700000102000,BID,100.10,50,INSERT
1700000102100,ASK,100.80,55,INSERT
1700000102200,BID,100.40,60,INSERT
1700000102300,ASK,100.00,65,INSERT
1700000102400,BID,100.70,30,INSERT
1700000102500,ASK,100.30,35,INSERT
1700000102600,BID,101.00,40,INSERT
1700000102700,ASK,100.60,45,INSERT
1700000102800,BID,100.20,50,INSERT
1700000102900,ASK,100.90,55,INSERT
1700000103000,BID,100.50,60,INSERT
1700000103100,ASK,100.10,65,INSERT
1700000103200,BID,100.80,30,INSERT
1700000103300,ASK,100.40,35,INSERT
1700000103400,BID,100.00,40,INSERT
1700000103500,ASK,100.70,45,INSERT
1700000103600,BID,100.30,50,INSERT
1700000103700,ASK,101.00,55,INSERT
1700000103800,BID,100.60,60,INSERT
1700000103900,ASK,100.20,65,INSERT
1700000104000,BID,100.90,30,INSERT
1700000104100,ASK,100.50,35,INSERT
1700000104200,BID,100.10,40,INSERT
1700000104300,ASK,100.80,45,INSERT
1700000104400,BID,100.40,50,INSERT
1700000104500,ASK,100.00,55,INSERT
1700000104600,BID,100.70,60,INSERT
1700000104700,ASK,100.30,65,INSERT
1700000104800,BID,101.00,30,INSERT
1700000104900,ASK,100.60,35,INSERT
1700000105000,BID,100.20,40,INSERT
1700000105100,ASK,100.90,45,INSERT
1700000105200,BID,100.50,50,INSERT
1700000105300,ASK,100.10,55,INSERT
1700000105400,BID,100.80,60,INSERT
1700000105500,ASK,100.40,65,INSERT
1700000105600,BID,100.00,30,INSERT
1700000105700,ASK,100.70,35,INSERT
1700000105800,BID,100.30,40,INSERT
1700000105900,ASK,101.00,45,INSERT
1700000106000,BID,100.60,50,INSERT
1700000106100,ASK,100.20,55,INSERT
1700000106200,BID,100.90,60,INSERT
1700000106300,ASK,100.50,65,INSERT
1700000106400,BID,100.10,30,INSERT
1700000106500,ASK,100.80,35,INSERT
1700000106600,BID,100.40,40,INSERT
1700000106700,ASK,100.00,45,INSERT
1700000106800,BID,100.70,50,INSERT
1700000106900,ASK,100.30,55,INSERT
1700000107000,BID,101.00,60,INSERT
1700000107100,ASK,100.60,65,INSERT
1700000107200,BID,100.20,30,INSERT
1700000107300,ASK,100.90,35,INSERT
1700000107400,BID,100.50,40,INSERT
1700000107500,ASK,100.10,45,INSERT
1700000107600,BID,100.80,50,INSERT
1700000107700,ASK,100.40,55,INSERT
1700000107800,BID,100.00,60,INSERT
1700000107900,ASK,100.70,65,INSERT
1700000108000,BID,100.30,30,INSERT
1700000108100,ASK,101.00,35,INSERT
1700000108200,BID,100.60,40,INSERT
1700000108300,ASK,100.20,45,INSERT
1700000108400,BID,100.90,50,INSERT
1700000108500,ASK,100.50,55,INSERT
1700000108600,BID,100.10,60,INSERT
1700000108700,ASK,100.80,65,INSERT
1700000108800,BID,100.40,30,INSERT
1700000108900,ASK,100.00,35,INSERT
1700000109000,BID,100.70,40,INSERT
1700000109100,ASK,100.30,45,INSERT
1700000109200,BID,101.00,50,INSERT
1700000109300,ASK,100.60,55,INSERT
1700000109400,BID,100.20,60,INSERT
1700000109500,ASK,100.90,65,INSERT
1700000109600,BID,100.50,30,INSERT
1700000109700,ASK,100.10,35,INSERT
1700000109800,BID,100.80,40,INSERT
1700000109900,ASK,100.40,45,INSERT
1700000110000,BID,100.00,50,INSERT
1700000110100,ASK,100.70,55,INSERT
1700000110200,BID,100.30,60,INSERT
1700000110300,ASK,101.00,65,INSERT
1700000110400,BID,100.60,30,INSERT
1700000110500,ASK,100.20,35,INSERT
1700000110600,BID,100.90,40,INSERT
1700000110700,ASK,100.50,45,INSERT
1700000110800,BID,100.10,50,INSERT
1700000110900,ASK,100.80,55,INSERT
1700000111000,BID,100.40,60,INSERT
1700000111100,ASK,100.00,65,INSERT
1700000111200,BID,100.70,30,INSERT
1700000111300,ASK,100.30,35,INSERT
1700000111400,BID,101.00,40,INSERT
1700000111500,ASK,100.60,45,INSERT
1700000111600,BID,100.20,50,INSERT
1700000111700,ASK,100.90,55,INSERT
1700000111800,BID,100.50,60,INSERT
1700000111900,ASK,100.10,65,INSERT
1700000112000,BID,100.80,30,INSERT
1700000112100,ASK,100.40,35,INSERT
1700000112200,BID,100.00,40,INSERT
1700000112300,ASK,100.70,45,INSERT
1700000112400,BID,100.30,50,INSERT
1700000112500,ASK,101.00,55,INSERT
1700000112600,BID,100.60,60,INSERT
1700000112700,ASK,100.20,65,INSERT
1700000112800,BID,100.90,30,INSERT
1700000112900,ASK,100.50,35,INSERT
1700000113000,BID,100.10,40,INSERT
1700000113100,ASK,100.80,45,INSERT
1700000113200,BID,100.40,50,INSERT
1700000113300,ASK,100.00,55,INSERT
1700000113400,BID,100.70,60,INSERT
1700000113500,ASK,100.30,65,INSERT
1700000113600,BID,101.00,30,INSERT
1700000113700,ASK,100.60,35,INSERT
1700000113800,BID,100.20,40,INSERT
1700000113900,ASK,100.90,45,INSERT
1700000114000,BID,100.50,50,INSERT
1700000114100,ASK,100.10,55,INSERT
1700000114200,BID,100.80,60,INSERT
1700000114300,ASK,100.40,65,INSERT
1700000114400,BID,100.00,30,INSERT
1700000114500,ASK,100.70,35,INSERT
1700000114600,BID,100.30,40,INSERT
1700000114700,ASK,101.00,45,INSERT
1700000114800,BID,100.60,50,INSERT
1700000114900,ASK,100.20,55,INSERT
1700000115000,BID,100.90,60,INSERT
1700000115100,ASK,100.50,65,INSERT
1700000115200,BID,100.10,30,INSERT
1700000115300,ASK,100.80,35,INSERT
1700000115400,BID,100.40,40,INSERT
1700000115500,ASK,100.00,45,INSERT
1700000115600,BID,100.70,50,INSERT
1700000115700,ASK,100.30,55,INSERT
1700000115800,BID,101.00,60,INSERT
1700000115900,ASK,100.60,65,INSERT
1700000116000,BID,100.20,30,INSERT
1700000116100,ASK,100.90,35,INSERT
1700000116200,BID,100.50,40,INSERT
1700000116300,ASK,100.10,45,INSERT
1700000116400,BID,100.80,50,INSERT
1700000116500,ASK,100.40,55,INSERT
1700000116600,BID,100.00,60,INSERT
1700000116700,ASK,100.70,65,INSERT
1700000116800,BID,100.30,30,INSERT
1700000116900,ASK,101.00,35,INSERT
1700000117000,BID,100.60,40,INSERT
1700000117100,ASK,100.20,45,INSERT
1700000117200,BID,100.90,50,INSERT
1700000117300,ASK,100.50,55,INSERT
1700000117400,BID,100.10,60,INSERT
1700000117500,ASK,100.80,65,INSERT
1700000117600,BID,100.40,30,INSERT
1700000117700,ASK,100.00,35,INSERT
1700000117800,BID,100.70,40,INSERT
1700000117900,ASK,100.30,45,INSERT
1700000118000,BID,101.00,50,INSERT
1700000118100,ASK,100.60,55,INSERT
1700000118200,BID,100.20,60,INSERT
1700000118300,ASK,100.90,65,INSERT
1700000118400,BID,100.50,30,INSERT
1700000118500,ASK,100.10,35,INSERT
1700000118600,BID,100.80,40,INSERT
1700000118700,ASK,100.40,45,INSERT
1700000118800,BID,100.00,50,INSERT
1700000118900,ASK,100.70,55,INSERT
1700000119000,BID,100.30,60,INSERT
1700000119100,ASK,101.00,65,INSERT
1700000119200,BID,100.60,30,INSERT
1700000119300,ASK,100.20,35,INSERT
1700000119400,BID,100.90,40,INSERT
1700000119500,ASK,100.50,45,INSERT
1700000119600,BID,100.10,50,INSERT
1700000119700,ASK,100.80,55,INSERT
1700000119800,BID,100.40,60,INSERT
1700000119900,ASK,100.00,65,INSERT
